job_id,date,month,technician_id,technician_name,region,assigned_team,job_type,status,priority,dispatch_time_minutes,completion_time_minutes,first_time_fix,related_incident_id
JOB-2026-01433,2026-02-08,2026-02,TECH-037,Hana L.,Makassar,Customer Assurance,Corrective Maintenance,Open,Low,187,,true,
JOB-2026-00907,2026-02-09,2026-02,TECH-014,Adit O.,Surabaya,Field Operations,Installation,Closed,High,33,257,false,
JOB-2026-01132,2026-02-09,2026-02,TECH-036,Lukman K.,Denpasar,Fiber Maintenance,Installation,Closed,Medium,106,238,true,
JOB-2026-01442,2026-02-09,2026-02,TECH-058,Indra G.,Semarang,Fiber Maintenance,Site Audit,Resolved,Medium,105,337,true,INC-2026-01864
JOB-2026-01624,2026-02-09,2026-02,TECH-046,Citra U.,Jakarta,Fiber Maintenance,Preventive Maintenance,Resolved,Low,185,418,true,
JOB-2026-01717,2026-02-09,2026-02,TECH-008,Adit I.,Medan,Customer Assurance,Site Audit,Closed,Medium,83,359,true,INC-2026-00925
JOB-2026-00450,2026-02-10,2026-02,TECH-040,Hana O.,Medan,NOC Core,Preventive Maintenance,Closed,Low,175,374,true,INC-2026-00049
JOB-2026-00488,2026-02-10,2026-02,TECH-031,Eka F.,Jakarta,Enterprise Support,Corrective Maintenance,Closed,High,96,229,false,INC-2026-01643
JOB-2026-01029,2026-02-10,2026-02,TECH-006,Gita G.,Jakarta,Enterprise Support,Site Audit,Closed,High,55,174,true,INC-2026-01643
JOB-2026-01583,2026-02-10,2026-02,TECH-020,Eka U.,Yogyakarta,Field Operations,Site Audit,Open,Medium,70,,false,
JOB-2026-00150,2026-02-11,2026-02,TECH-003,Kirana D.,Makassar,Enterprise Support,Site Audit,Resolved,Medium,86,235,false,
JOB-2026-00308,2026-02-11,2026-02,TECH-028,Eka C.,Surabaya,Fiber Maintenance,Site Audit,Closed,Low,210,379,true,INC-2026-01141
JOB-2026-01776,2026-02-11,2026-02,TECH-034,Lukman I.,Denpasar,Enterprise Support,Installation,Resolved,Medium,95,246,true,INC-2026-01382
JOB-2026-00626,2026-02-12,2026-02,TECH-005,Adit F.,Semarang,NOC Core,Corrective Maintenance,Closed,Low,233,490,true,
JOB-2026-00674,2026-02-12,2026-02,TECH-011,Eka L.,Surabaya,Customer Assurance,Site Audit,Closed,Low,133,459,true,INC-2026-00786
JOB-2026-00905,2026-02-12,2026-02,TECH-051,Fajar Z.,Balikpapan,Fiber Maintenance,Site Audit,Resolved,Low,161,496,true,INC-2026-00182
JOB-2026-01266,2026-02-12,2026-02,TECH-031,Hana F.,Balikpapan,NOC Core,Corrective Maintenance,Resolved,Medium,81,211,true,
JOB-2026-01277,2026-02-12,2026-02,TECH-025,Bima Z.,Balikpapan,NOC Core,Site Audit,Closed,Medium,73,258,true,INC-2026-00876
JOB-2026-01450,2026-02-12,2026-02,TECH-036,Eka K.,Balikpapan,NOC Core,Corrective Maintenance,Closed,Low,190,364,true,INC-2026-01187
JOB-2026-00401,2026-02-13,2026-02,TECH-022,Fajar W.,Semarang,NOC Core,Corrective Maintenance,Resolved,Critical,5,175,true,INC-2026-01499
JOB-2026-00648,2026-02-13,2026-02,TECH-013,Indra N.,Medan,NOC Core,Site Audit,Open,Medium,117,,false,
JOB-2026-00683,2026-02-13,2026-02,TECH-047,Eka V.,Semarang,Customer Assurance,Preventive Maintenance,Open,Critical,62,,true,INC-2026-01499
JOB-2026-00974,2026-02-13,2026-02,TECH-025,Hana Z.,Makassar,Enterprise Support,Site Audit,Open,Low,189,,true,INC-2026-01023
JOB-2026-01158,2026-02-13,2026-02,TECH-009,Adit J.,Surabaya,Field Operations,Site Audit,Open,High,78,,false,
JOB-2026-00176,2026-02-14,2026-02,TECH-001,Kirana B.,Bandung,NOC Core,Corrective Maintenance,Closed,Critical,38,199,false,INC-2026-00713
JOB-2026-00261,2026-02-14,2026-02,TECH-037,Kirana L.,Surabaya,Field Operations,Preventive Maintenance,Closed,Low,180,448,false,INC-2026-00335
JOB-2026-01073,2026-02-14,2026-02,TECH-009,Hana J.,Semarang,Field Operations,Installation,Open,High,59,,true,INC-2026-01522
JOB-2026-01115,2026-02-14,2026-02,TECH-013,Lukman N.,Bandung,Field Operations,Preventive Maintenance,Resolved,Low,209,387,false,INC-2026-00549
JOB-2026-01499,2026-02-14,2026-02,TECH-028,Gita C.,Yogyakarta,Enterprise Support,Preventive Maintenance,Closed,High,62,197,false,INC-2026-00972
JOB-2026-01797,2026-02-14,2026-02,TECH-035,Kirana J.,Semarang,Field Operations,Corrective Maintenance,Open,High,51,,false,INC-2026-01522
JOB-2026-00060,2026-02-15,2026-02,TECH-011,Hana L.,Yogyakarta,Customer Assurance,Corrective Maintenance,In Progress,Low,167,,false,INC-2026-01016
JOB-2026-00535,2026-02-15,2026-02,TECH-054,Gita C.,Surabaya,Fiber Maintenance,Preventive Maintenance,Resolved,Medium,96,429,true,INC-2026-01669
JOB-2026-00682,2026-02-15,2026-02,TECH-039,Lukman N.,Medan,Enterprise Support,Installation,Closed,Low,193,275,true,INC-2026-01265
JOB-2026-00774,2026-02-15,2026-02,TECH-015,Adit P.,Bandung,Customer Assurance,Installation,Closed,Low,196,551,false,INC-2026-01064
JOB-2026-01205,2026-02-15,2026-02,TECH-014,Kirana O.,Medan,NOC Core,Corrective Maintenance,In Progress,Medium,125,,true,
JOB-2026-00034,2026-02-16,2026-02,TECH-008,Gita I.,Balikpapan,Customer Assurance,Site Audit,Open,Medium,139,,true,INC-2026-01198
JOB-2026-00074,2026-02-16,2026-02,TECH-048,Citra W.,Semarang,Enterprise Support,Installation,Closed,Medium,91,379,true,INC-2026-00858
JOB-2026-00417,2026-02-16,2026-02,TECH-026,Indra A.,Palembang,Enterprise Support,Site Audit,Resolved,Medium,82,264,true,INC-2026-01253
JOB-2026-00833,2026-02-16,2026-02,TECH-033,Eka H.,Bandung,Customer Assurance,Site Audit,Resolved,Low,203,437,true,INC-2026-01696
JOB-2026-01290,2026-02-16,2026-02,TECH-040,Citra O.,Surabaya,Fiber Maintenance,Site Audit,Closed,Medium,97,338,true,INC-2026-01732
JOB-2026-01482,2026-02-16,2026-02,TECH-039,Hana N.,Surabaya,Fiber Maintenance,Installation,In Progress,Medium,116,,true,INC-2026-01732
JOB-2026-01507,2026-02-16,2026-02,TECH-005,Citra F.,Palembang,Customer Assurance,Corrective Maintenance,Closed,Medium,105,299,true,INC-2026-01253
JOB-2026-01783,2026-02-16,2026-02,TECH-024,Citra Y.,Yogyakarta,Customer Assurance,Installation,Resolved,Low,150,344,true,
JOB-2026-00990,2026-02-17,2026-02,TECH-039,Adit N.,Jakarta,Enterprise Support,Installation,Closed,Critical,30,122,false,
JOB-2026-00998,2026-02-17,2026-02,TECH-042,Fajar Q.,Bandung,Enterprise Support,Preventive Maintenance,Closed,Critical,5,123,false,
JOB-2026-01140,2026-02-17,2026-02,TECH-053,Lukman B.,Denpasar,Field Operations,Preventive Maintenance,Resolved,Medium,107,324,false,
JOB-2026-00009,2026-02-18,2026-02,TECH-015,Kirana P.,Balikpapan,Customer Assurance,Preventive Maintenance,Resolved,Medium,126,360,true,INC-2026-00948
JOB-2026-00216,2026-02-18,2026-02,TECH-015,Kirana P.,Balikpapan,NOC Core,Site Audit,Resolved,Medium,85,338,true,INC-2026-00948
JOB-2026-00782,2026-02-18,2026-02,TECH-014,Adit O.,Makassar,Customer Assurance,Site Audit,Closed,Low,180,358,true,INC-2026-01689
JOB-2026-00838,2026-02-18,2026-02,TECH-038,Bima M.,Surabaya,Customer Assurance,Site Audit,Resolved,Low,178,420,true,
JOB-2026-01017,2026-02-18,2026-02,TECH-024,Eka Y.,Denpasar,Enterprise Support,Corrective Maintenance,Closed,Medium,81,240,true,
JOB-2026-01758,2026-02-18,2026-02,TECH-040,Lukman O.,Surabaya,Fiber Maintenance,Preventive Maintenance,Closed,Medium,44,284,false,
JOB-2026-00349,2026-02-19,2026-02,TECH-033,Indra H.,Yogyakarta,Enterprise Support,Corrective Maintenance,Closed,High,61,346,true,INC-2026-02036
JOB-2026-00781,2026-02-19,2026-02,TECH-059,Joko H.,Palembang,Customer Assurance,Preventive Maintenance,Closed,Medium,115,361,true,
JOB-2026-01118,2026-02-19,2026-02,TECH-002,Citra C.,Semarang,Customer Assurance,Preventive Maintenance,Closed,Medium,106,360,true,INC-2026-01181
JOB-2026-01740,2026-02-19,2026-02,TECH-045,Lukman T.,Bandung,Customer Assurance,Preventive Maintenance,Resolved,Low,207,332,false,
JOB-2026-00031,2026-02-20,2026-02,TECH-056,Citra E.,Bandung,Customer Assurance,Site Audit,Open,Medium,80,,true,
JOB-2026-00200,2026-02-20,2026-02,TECH-044,Fajar S.,Balikpapan,Customer Assurance,Corrective Maintenance,Closed,Medium,67,321,true,
JOB-2026-00351,2026-02-20,2026-02,TECH-023,Bima X.,Surabaya,Fiber Maintenance,Preventive Maintenance,In Progress,Low,177,,true,INC-2026-02169
JOB-2026-00286,2026-02-22,2026-02,TECH-042,Dewi Q.,Makassar,Customer Assurance,Site Audit,Closed,High,34,212,true,INC-2026-00720
JOB-2026-00525,2026-02-22,2026-02,TECH-017,Dewi R.,Denpasar,NOC Core,Preventive Maintenance,Open,High,32,,true,INC-2026-00796
JOB-2026-00711,2026-02-22,2026-02,TECH-049,Indra X.,Palembang,Enterprise Support,Installation,Resolved,Medium,129,340,true,
JOB-2026-01065,2026-02-22,2026-02,TECH-046,Kirana U.,Medan,NOC Core,Corrective Maintenance,Resolved,Medium,116,290,true,INC-2026-00728
JOB-2026-01133,2026-02-22,2026-02,TECH-037,Kirana L.,Denpasar,Field Operations,Corrective Maintenance,Resolved,High,63,176,true,INC-2026-00796
JOB-2026-01495,2026-02-22,2026-02,TECH-016,Dewi Q.,Surabaya,Customer Assurance,Installation,Open,High,35,,true,INC-2026-01884
JOB-2026-01598,2026-02-22,2026-02,TECH-002,Citra C.,Bandung,Field Operations,Site Audit,Open,Low,198,,true,
JOB-2026-00551,2026-02-23,2026-02,TECH-050,Adit Y.,Yogyakarta,Enterprise Support,Site Audit,Closed,Low,197,409,true,INC-2026-02049
JOB-2026-00862,2026-02-23,2026-02,TECH-034,Citra I.,Medan,Customer Assurance,Site Audit,Closed,Low,184,403,true,INC-2026-00091
JOB-2026-01050,2026-02-23,2026-02,TECH-019,Dewi T.,Jakarta,Fiber Maintenance,Installation,Closed,High,67,190,true,INC-2026-00071
JOB-2026-01350,2026-02-23,2026-02,TECH-031,Bima F.,Jakarta,NOC Core,Installation,In Progress,High,47,,false,INC-2026-00071
JOB-2026-01451,2026-02-23,2026-02,TECH-045,Eka T.,Medan,Fiber Maintenance,Installation,Resolved,High,45,226,true,
JOB-2026-00407,2026-02-24,2026-02,TECH-010,Dewi K.,Semarang,NOC Core,Installation,Closed,Medium,86,348,true,INC-2026-00370
JOB-2026-00856,2026-02-24,2026-02,TECH-028,Bima C.,Medan,Field Operations,Corrective Maintenance,Resolved,Medium,100,292,true,INC-2026-01532
JOB-2026-01629,2026-02-24,2026-02,TECH-023,Hana X.,Surabaya,Customer Assurance,Preventive Maintenance,Open,Medium,100,,true,
JOB-2026-01685,2026-02-24,2026-02,TECH-041,Adit P.,Palembang,Fiber Maintenance,Preventive Maintenance,Resolved,Low,157,420,false,INC-2026-00121
JOB-2026-01719,2026-02-24,2026-02,TECH-056,Gita E.,Balikpapan,Enterprise Support,Preventive Maintenance,Closed,Low,227,383,false,
JOB-2026-00173,2026-02-25,2026-02,TECH-043,Citra R.,Jakarta,Enterprise Support,Corrective Maintenance,Closed,Medium,102,371,false,INC-2026-00556
JOB-2026-00201,2026-02-25,2026-02,TECH-016,Gita Q.,Jakarta,Enterprise Support,Preventive Maintenance,Closed,Medium,103,219,true,INC-2026-00556
JOB-2026-00276,2026-02-25,2026-02,TECH-027,Kirana B.,Semarang,NOC Core,Preventive Maintenance,In Progress,High,68,,true,INC-2026-00833
JOB-2026-00350,2026-02-25,2026-02,TECH-050,Bima Y.,Semarang,NOC Core,Preventive Maintenance,Resolved,Medium,79,173,true,INC-2026-02139
JOB-2026-00696,2026-02-25,2026-02,TECH-038,Dewi M.,Makassar,Enterprise Support,Site Audit,Closed,High,70,250,false,
JOB-2026-00799,2026-02-25,2026-02,TECH-031,Dewi F.,Semarang,Field Operations,Installation,Resolved,High,79,289,true,INC-2026-00833
JOB-2026-01004,2026-02-25,2026-02,TECH-046,Kirana U.,Makassar,NOC Core,Corrective Maintenance,Open,Low,149,,true,INC-2026-01586
JOB-2026-01059,2026-02-25,2026-02,TECH-059,Dewi H.,Semarang,Enterprise Support,Preventive Maintenance,Resolved,Medium,71,371,true,INC-2026-02139
JOB-2026-01069,2026-02-25,2026-02,TECH-014,Citra O.,Makassar,Enterprise Support,Site Audit,Closed,Low,198,468,true,INC-2026-01586
JOB-2026-01558,2026-02-25,2026-02,TECH-040,Joko O.,Semarang,Customer Assurance,Installation,Closed,Low,178,467,true,INC-2026-01439
JOB-2026-00287,2026-02-26,2026-02,TECH-056,Lukman E.,Denpasar,NOC Core,Installation,Closed,Low,216,449,true,INC-2026-00738
JOB-2026-01232,2026-02-26,2026-02,TECH-042,Kirana Q.,Balikpapan,Field Operations,Corrective Maintenance,Closed,Low,170,483,false,
JOB-2026-01381,2026-02-26,2026-02,TECH-019,Lukman T.,Balikpapan,NOC Core,Site Audit,Resolved,High,23,251,false,
JOB-2026-01393,2026-02-26,2026-02,TECH-009,Kirana J.,Medan,Customer Assurance,Corrective Maintenance,Resolved,Low,148,399,true,
JOB-2026-01787,2026-02-26,2026-02,TECH-050,Gita Y.,Surabaya,Fiber Maintenance,Installation,Closed,Low,206,393,true,INC-2026-02037
JOB-2026-00119,2026-02-27,2026-02,TECH-011,Citra L.,Denpasar,NOC Core,Preventive Maintenance,Closed,High,44,260,false,INC-2026-01465
JOB-2026-00589,2026-02-27,2026-02,TECH-017,Indra R.,Medan,Enterprise Support,Corrective Maintenance,Resolved,Critical,5,117,true,
JOB-2026-00926,2026-02-27,2026-02,TECH-008,Joko I.,Semarang,NOC Core,Site Audit,In Progress,High,76,,false,INC-2026-01377
JOB-2026-01559,2026-02-27,2026-02,TECH-011,Hana L.,Surabaya,Fiber Maintenance,Site Audit,Closed,Low,180,486,false,INC-2026-00099
JOB-2026-00585,2026-02-28,2026-02,TECH-052,Gita A.,Semarang,Fiber Maintenance,Installation,Closed,Medium,115,317,true,
JOB-2026-00889,2026-02-28,2026-02,TECH-026,Eka A.,Bandung,Fiber Maintenance,Site Audit,Closed,Low,143,489,true,
JOB-2026-00951,2026-02-28,2026-02,TECH-011,Bima L.,Balikpapan,Customer Assurance,Corrective Maintenance,Closed,Low,222,393,true,
JOB-2026-01647,2026-02-28,2026-02,TECH-036,Fajar K.,Semarang,Enterprise Support,Preventive Maintenance,Open,Low,169,,true,
JOB-2026-00137,2026-03-01,2026-03,TECH-020,Bima U.,Makassar,Enterprise Support,Site Audit,Resolved,Medium,115,236,false,
JOB-2026-00369,2026-03-01,2026-03,TECH-032,Lukman G.,Makassar,Customer Assurance,Site Audit,Resolved,Low,182,442,false,
JOB-2026-00472,2026-03-01,2026-03,TECH-020,Joko U.,Bandung,Enterprise Support,Preventive Maintenance,Resolved,Low,206,435,true,INC-2026-00169
JOB-2026-00897,2026-03-01,2026-03,TECH-058,Citra G.,Bandung,Enterprise Support,Preventive Maintenance,Closed,Low,156,405,true,INC-2026-00169
JOB-2026-00904,2026-03-01,2026-03,TECH-035,Lukman J.,Medan,Fiber Maintenance,Preventive Maintenance,Closed,Medium,137,241,false,
JOB-2026-00936,2026-03-01,2026-03,TECH-007,Gita H.,Denpasar,Customer Assurance,Site Audit,Closed,Medium,85,227,true,
JOB-2026-01028,2026-03-01,2026-03,TECH-005,Joko F.,Bandung,NOC Core,Corrective Maintenance,Closed,Medium,83,259,false,INC-2026-00586
JOB-2026-00256,2026-03-02,2026-03,TECH-049,Bima X.,Jakarta,Enterprise Support,Site Audit,Open,Low,174,,false,INC-2026-01991
JOB-2026-00635,2026-03-02,2026-03,TECH-035,Indra J.,Denpasar,Fiber Maintenance,Preventive Maintenance,Closed,Medium,81,397,false,INC-2026-01409
JOB-2026-01102,2026-03-02,2026-03,TECH-014,Adit O.,Makassar,Field Operations,Installation,Open,Medium,135,,false,
JOB-2026-01239,2026-03-02,2026-03,TECH-032,Adit G.,Denpasar,Enterprise Support,Installation,Closed,Low,157,528,true,
JOB-2026-01352,2026-03-02,2026-03,TECH-011,Citra L.,Makassar,Fiber Maintenance,Site Audit,Resolved,Medium,92,359,true,INC-2026-01210
JOB-2026-01426,2026-03-02,2026-03,TECH-037,Citra L.,Balikpapan,NOC Core,Site Audit,Closed,Low,194,396,false,
JOB-2026-00163,2026-03-03,2026-03,TECH-028,Dewi C.,Semarang,Customer Assurance,Corrective Maintenance,Closed,Medium,147,355,true,INC-2026-00464
JOB-2026-00221,2026-03-03,2026-03,TECH-020,Adit U.,Bandung,Customer Assurance,Corrective Maintenance,Closed,High,37,282,true,INC-2026-00375
JOB-2026-01163,2026-03-03,2026-03,TECH-045,Citra T.,Denpasar,Fiber Maintenance,Installation,Resolved,Low,152,425,true,
JOB-2026-01268,2026-03-03,2026-03,TECH-055,Kirana D.,Semarang,NOC Core,Site Audit,In Progress,Medium,89,,true,INC-2026-00464
JOB-2026-01306,2026-03-03,2026-03,TECH-014,Hana O.,Bandung,Enterprise Support,Preventive Maintenance,Closed,Medium,55,280,true,
JOB-2026-01646,2026-03-03,2026-03,TECH-012,Fajar M.,Jakarta,Field Operations,Corrective Maintenance,Closed,Medium,96,254,false,
JOB-2026-00441,2026-03-04,2026-03,TECH-016,Fajar Q.,Medan,Customer Assurance,Site Audit,In Progress,High,43,,true,
JOB-2026-01575,2026-03-04,2026-03,TECH-045,Hana T.,Bandung,Fiber Maintenance,Site Audit,Open,Low,172,,true,INC-2026-00574
JOB-2026-01738,2026-03-04,2026-03,TECH-039,Kirana N.,Balikpapan,Fiber Maintenance,Site Audit,Closed,Low,186,455,false,
JOB-2026-00101,2026-03-05,2026-03,TECH-009,Indra J.,Yogyakarta,NOC Core,Corrective Maintenance,In Progress,High,58,,true,
JOB-2026-00523,2026-03-05,2026-03,TECH-024,Fajar Y.,Balikpapan,Customer Assurance,Corrective Maintenance,Open,Low,178,,true,INC-2026-00563
JOB-2026-01127,2026-03-05,2026-03,TECH-013,Kirana N.,Balikpapan,Field Operations,Site Audit,Resolved,Medium,88,115,true,
JOB-2026-01530,2026-03-05,2026-03,TECH-025,Adit Z.,Surabaya,Enterprise Support,Preventive Maintenance,Closed,High,72,187,true,
JOB-2026-01706,2026-03-05,2026-03,TECH-022,Dewi W.,Denpasar,NOC Core,Corrective Maintenance,Resolved,High,51,186,false,INC-2026-00886
JOB-2026-00095,2026-03-06,2026-03,TECH-014,Dewi O.,Bandung,NOC Core,Corrective Maintenance,Closed,High,59,195,false,INC-2026-01646
JOB-2026-00388,2026-03-06,2026-03,TECH-040,Indra O.,Bandung,Fiber Maintenance,Preventive Maintenance,Resolved,High,61,313,false,
JOB-2026-00834,2026-03-06,2026-03,TECH-038,Gita M.,Palembang,Enterprise Support,Corrective Maintenance,Resolved,High,50,247,true,
JOB-2026-01453,2026-03-06,2026-03,TECH-009,Hana J.,Jakarta,Field Operations,Installation,Open,Medium,93,,true,INC-2026-00002
JOB-2026-01613,2026-03-06,2026-03,TECH-032,Eka G.,Balikpapan,Field Operations,Corrective Maintenance,Closed,High,59,284,false,
JOB-2026-01798,2026-03-06,2026-03,TECH-044,Gita S.,Surabaya,Enterprise Support,Preventive Maintenance,Resolved,Medium,84,321,true,INC-2026-00302
JOB-2026-01799,2026-03-06,2026-03,TECH-016,Citra Q.,Jakarta,Fiber Maintenance,Corrective Maintenance,Resolved,Low,148,375,true,INC-2026-02011
JOB-2026-00609,2026-03-07,2026-03,TECH-036,Adit K.,Bandung,Enterprise Support,Site Audit,In Progress,Low,203,,true,INC-2026-00568
JOB-2026-01336,2026-03-07,2026-03,TECH-035,Adit J.,Palembang,NOC Core,Site Audit,Open,Critical,60,,false,INC-2026-00849
JOB-2026-00021,2026-03-08,2026-03,TECH-020,Bima U.,Semarang,Fiber Maintenance,Corrective Maintenance,Resolved,High,47,223,true,
JOB-2026-00138,2026-03-08,2026-03,TECH-020,Fajar U.,Jakarta,Enterprise Support,Corrective Maintenance,Closed,Critical,31,101,true,
JOB-2026-00459,2026-03-08,2026-03,TECH-027,Joko B.,Jakarta,NOC Core,Installation,Resolved,Medium,151,272,true,
JOB-2026-00541,2026-03-08,2026-03,TECH-058,Hana G.,Surabaya,Field Operations,Corrective Maintenance,Resolved,Medium,125,303,false,
JOB-2026-00787,2026-03-08,2026-03,TECH-025,Gita Z.,Makassar,Customer Assurance,Installation,Closed,Low,195,469,true,INC-2026-00810
JOB-2026-01099,2026-03-08,2026-03,TECH-037,Dewi L.,Balikpapan,Fiber Maintenance,Installation,Closed,Low,200,429,false,
JOB-2026-01584,2026-03-09,2026-03,TECH-055,Gita D.,Jakarta,NOC Core,Preventive Maintenance,Resolved,Medium,141,356,true,INC-2026-00709
JOB-2026-00069,2026-03-10,2026-03,TECH-014,Bima O.,Surabaya,NOC Core,Preventive Maintenance,Closed,Low,169,409,true,INC-2026-00552
JOB-2026-00310,2026-03-10,2026-03,TECH-045,Fajar T.,Medan,Enterprise Support,Installation,Closed,Medium,107,460,true,
JOB-2026-00632,2026-03-10,2026-03,TECH-021,Bima V.,Surabaya,Field Operations,Preventive Maintenance,Closed,Low,205,477,true,INC-2026-00552
JOB-2026-01038,2026-03-10,2026-03,TECH-017,Lukman R.,Balikpapan,Enterprise Support,Site Audit,Open,Medium,82,,true,INC-2026-00675
JOB-2026-01076,2026-03-10,2026-03,TECH-023,Hana X.,Surabaya,Field Operations,Installation,Closed,Low,204,475,true,INC-2026-00552
JOB-2026-01488,2026-03-10,2026-03,TECH-023,Eka X.,Bandung,Enterprise Support,Installation,Open,Low,178,,false,INC-2026-00143
JOB-2026-01600,2026-03-10,2026-03,TECH-024,Gita Y.,Surabaya,Enterprise Support,Corrective Maintenance,Closed,High,18,306,true,INC-2026-01811
JOB-2026-01656,2026-03-10,2026-03,TECH-027,Eka B.,Bandung,Enterprise Support,Preventive Maintenance,Resolved,Low,132,474,true,INC-2026-00143
JOB-2026-00292,2026-03-11,2026-03,TECH-034,Hana I.,Makassar,NOC Core,Corrective Maintenance,Resolved,Medium,96,295,true,INC-2026-00666
JOB-2026-00356,2026-03-11,2026-03,TECH-003,Bima D.,Makassar,Fiber Maintenance,Corrective Maintenance,Resolved,Low,180,405,true,INC-2026-01615
JOB-2026-00659,2026-03-11,2026-03,TECH-024,Adit Y.,Makassar,Field Operations,Site Audit,Closed,High,65,205,false,
JOB-2026-01026,2026-03-11,2026-03,TECH-030,Eka E.,Balikpapan,Enterprise Support,Preventive Maintenance,Open,Low,217,,true,INC-2026-01762
JOB-2026-01062,2026-03-11,2026-03,TECH-012,Joko M.,Palembang,Field Operations,Preventive Maintenance,Closed,Low,156,473,false,
JOB-2026-00023,2026-03-12,2026-03,TECH-021,Lukman V.,Makassar,Enterprise Support,Preventive Maintenance,Open,Low,187,,true,INC-2026-02179
JOB-2026-00049,2026-03-12,2026-03,TECH-039,Lukman N.,Medan,Field Operations,Preventive Maintenance,In Progress,Medium,89,,true,INC-2026-01392
JOB-2026-00429,2026-03-12,2026-03,TECH-054,Fajar C.,Makassar,Field Operations,Corrective Maintenance,Open,Low,199,,true,INC-2026-02179
JOB-2026-00549,2026-03-12,2026-03,TECH-046,Bima U.,Balikpapan,Field Operations,Corrective Maintenance,Resolved,High,49,227,false,INC-2026-01264
